video_id,title,channel_id,channel_name,category,view_count,comentarios,autores_unicos,likes,respuestas,comentarios_por_1000_vistas
Q7j1OUxkn9w,Dañan puerta del área de parqueo del Congreso,UCmoP9Lvc92Bsl4Vu90kv9GQ,InfoGT Noticias,People & Blogs,4725,0,0,0,0,0.0
Q7nhEeibBK4,Desfile navideño 2024  -   @MunicipalidaddeGuatemala-1551,UCbKjY2f2sGaghyrIeqjZvmg,ALIS MOLINA CREA,Entertainment,255,0,0,0,0,0.0
QUG4etpjgos,Guatemala Habla sobre la seguridad en el país,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,35,0,0,0,0,0.0
Qc_oHqe4Cjc,QUÉ GUARDAS EN LA CINTURA?  🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,2166,0,0,0,0,0.0
R-fRv_WoZOE,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1284,0,0,0,0,0.0
RIpKKQh26cg,Ejército de Guatemala descubre túnel para fuga masiva en penal de Pavón,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,29782,0,0,0,0,0.0
RjG-y7Y2-k4,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,239,0,0,0,0,0.0
Rk-3ks9mh3o,CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,21,0,0,0,0,0.0
ShYWqmOpjFk,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,242,0,0,0,0,0.0
SryjaiL2B4Q,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,352,0,0,0,0,0.0
THY2YBne3QE,"Los ALUCINANTES autobuses de Guatemala | ""Burras""",UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,Comedy,8190449,0,0,0,0,0.0
TSID63-IC3Y,Operativo Relámpago de -PROVIAL - DGT - DIACO -  en 41 Calle Zona 8 de la ciudad Capital.,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,332,0,0,0,0,0.0
3LAwISMokIg,MUNICIPALIDAD DE GUATEMALA 17/12/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,294,0,0,0,0,0.0
TTijnAoFnzY,Conred reprograma simulacro nacional para el 24 de febrero,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,News & Politics,200,0,0,0,0,0.0
TXlMv6bt25w,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,2294,0,0,0,0,0.0
TnZGNY1RsJE,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,UCuc8l25EFE17DV8dD64d2AQ,HeX4EveR,People & Blogs,148,0,0,0,0,0.0
UDFS8gl80h8,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,521,0,0,0,0,0.0
UTf26hS1UJ8,🚦💙 PROVIAL: Proteger y Servir,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,Education,38,0,0,0,0,0.0
UcvHq8j-J38,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",UCJJ071vIw7Bu8lJmXfiVrKw,Ministerio de Finanzas Públicas Guatemala,News & Politics,222,0,0,0,0,0.0
w57G_5jsqtU,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,625,0,0,0,0,0.0
UzeOcBM9cuU,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,127,0,0,0,0,0.0
VfBrLONPnFM,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,329489,0,0,0,0,0.0
VgcpKa1h_2Q,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,UC_nkMVSKgO9PeEaZ3LbPodg,21KMuniGuate,Sports,3110,0,0,0,0,0.0
VuIl4tjeKGQ,La ciudad sigue modernizándose para ti y tu familia.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,39168,0,0,0,0,0.0
W415t12o3DA,Mujer con crisis nerviosa tras intento de asalto,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,4737,0,0,0,0,0.0
vqcF9RFMOLQ,"Ciudad de Guatemala, el mejor lugar para vivir",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,215,0,0,0,0,0.0
WQcgx8rs0Qo,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,1861,0,0,0,0,0.0
WXA2Apo79jA,Resumen de atención a Emergencias CIV,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,29,0,0,0,0,0.0
WXgGL9rZUHo,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,190,0,0,0,0,0.0
XLkVzqqL34Q,Nueva Mega Autopista Xochi en Guatemala 🇬🇹 ¿Vale la pena? (Te ahorra hasta 3 horas),UCkXkEfAaEGxUaIT6TBBkwMw,One Life,Entertainment,44510,0,0,0,0,0.0
XVZM15KVXjM,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,267,0,0,0,0,0.0
0LTLUY7LBlA,"Qué debes saber ANTES de viajar a GUATEMALA | Dónde cambiar DINERO, adquirir INTERNET y TRANSPORTE",UCfMjuFkpFo_QAWtvQqR2EHQ,De viaje con Migue,Travel & Events,6099,0,0,0,0,0.0
XktDG8dmcd0,Torrenciales lluvias dejan decenas de muertos y miles de evacuados,UCT4Jg8h03dD0iN3Pb5L0PMA,DW Español,News & Politics,5171,0,0,0,0,0.0
YJohmVLc9QA,How to Get Around Guatemala: Complete Transportation Guide (2026),UCCM52vmXEcGzRlYyjP47PPg,Chris & Grace,Travel & Events,3897,0,0,0,0,0.0
YLFXK2c60Xc,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,200,0,0,0,0,0.0
YSsECnqTVik,Suscriben convenios para transferencia de fondos a CAIMUS y entidades especializadas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,15,0,0,0,0,0.0
ZHJoIah2Owo,Conoce como funciona el Sistema Conred  #laprevenciónestareadetodos,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,182,0,0,0,0,0.0
ZNwStkzWgso,Elección judicial en Guatemala: Astrid Lemus y Luis Bermejo electos para corte de constitucionalidad,UC_lEiu6917IJz03TnntWUaQ,CNN en Español,News & Politics,24636,0,0,0,0,0.0
ZPBiWdHXg20,Piloto de tráiler accidentado en ruta al Atlántico era un menor y murió en el lugar,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,233632,0,0,0,0,0.0
ZS74P3DnykA,"Policía Nacional Civil gradúa 3,978 nuevos agentes",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,115270,0,0,0,0,0.0
Z_pWnOi7oRw,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,1329,0,0,0,0,0.0
ZhrDgVZkhg4,FORMACION BRIGADA DE PROVIAL,UCnbd_gs8-e1CQ6izIYtnSig,PROVIAL GUATEMALA,People & Blogs,4419,0,0,0,0,0.0
_1VIxOLyaUQ,Sonido de trafico y ciudad 💤 ruido de calle para dormir bebés y relajarse,UCKZ0c9xQAIokTOf4iPJd5jw,Ambient Sound Explorer,Entertainment,330057,0,0,0,0,0.0
_3kK0or6QI0,PROVIAL guatemala,UCdd624oESXuVlcGtrzMWEBQ,heto009,News & Politics,2054,0,0,0,0,0.0
_Lcbi4NCHRA,Tercer Informe General de la República,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,News & Politics,305269,0,0,0,0,0.0
_NSq2q0mzCY,42K y 21K MuniGuate 🏃🏻🏃🏻‍♀️,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,47,0,0,0,0,0.0
_cUZT7LMKE0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2708,0,0,0,0,0.0
a2zgl-1KZwY,#CadenaNacional | Mensaje del Presidente Bernardo Arévalo a la nación,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2334,0,0,0,0,0.0
a3QGSpNx9Mg,Guatemala ya no aguanta el tráfico… ¿Funcionará el Aerómetro?,UCHBzKtCUFwHuKFGD3bEHexQ,Entre Caminos,Travel & Events,8098,0,0,0,0,0.0
a6QFfhpY53g,Provial Informa,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,49,0,0,0,0,0.0
aRKgOSxgsF0,@GobiernodeGuatemala,UCX2epzWFbtqhO1Tn2au9NXQ,luis arturo ceberg ulban,People & Blogs,2,0,0,0,0,0.0
aSbvMYJhmCc,Policía Nacional Civil,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,4346,0,0,0,0,0.0
a_kAe9IhBbo,Tráiler impacta pasarela en Aguilar Batres y provoca cierre parcial hacia la capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,255,0,0,0,0,0.0
ahicr7fQREY,Conred Podcast Episodio 9: Servidores Cívicos construyendo una cultura de prevención,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,65,0,0,0,0,0.0
almmnboHkwM,Se mueve Guate 🚌,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,297,0,0,0,0,0.0
anFbrgqxdzY,Horas Antes del Big One | Dentro de Ciudad de Guatemala Exactamente Antes del Terremoto (1976),UC6Y7Hk0Otm2xeX1WoHOQp6Q,Nostalgia Latina,People & Blogs,222656,0,0,0,0,0.0
aoz2j4TTl4E,Rutas Alternas a partir del lunes 03 de agosto por avances de #AeroMetroGT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,8905,0,0,0,0,0.0
bBz8nX4pMxc,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,Entertainment,1115,0,0,0,0,0.0
bMoENbSBSNs,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,Education,1134,0,0,0,0,0.0
zyA0BpEYcQU,Discusión entre conductor y jefe de la PMT,UC_Lj2naQPP8vmyDu-AEOo-w,Nuestro Mundo,People & Blogs,55349,0,0,0,0,0.0
bg1KCMaIrRM,"¡Atención, vecinos!",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,1965,0,0,0,0,0.0
bzosgvntOXU,Municipalidad de Guatemala 05/09/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,160,0,0,0,0,0.0
cl3Rpw9MstQ,Municipalidad de Guatemala sigue trabajando,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,484,0,0,0,0,0.0
cpoiRUtF9uU,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,117,0,0,0,0,0.0
csqia7f3OIE,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,UCzQX0cEQzCZ4ff9-P3gELug,Carlitos Gamboa,People & Blogs,509,0,0,0,0,0.0
d-V_Aw1t6nI,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,People & Blogs,1643,0,0,0,0,0.0
dJcNu9YYwh4,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,1061,0,0,0,0,0.0
dLctzx8qCgA,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,UCYaMaLJVbMlLwpPACbxPUuQ,Alan Delmonte,Education,108616,0,0,0,0,0.0
dWhSTyhegeQ,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,341,0,0,0,0,0.0
dccwBXfxxiI,¡Espacios iluminados y seguros!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,38773,0,0,0,0,0.0
dsyLiSCrwcU,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,701,0,0,0,0,0.0
dvy9rQpqLWY,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,959,0,0,0,0,0.0
dya9nbxqWXE,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,4939,0,0,0,0,0.0
ebbgBtNrRz8,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,63249,0,0,0,0,0.0
ewdf3q1tuCA,INTERPOL Guatemala captura a mujer por prostituir a señoritas,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,71048,0,0,0,0,0.0
fBljA_npiMs,Refuerzan acciones para prevenir y combatir la trata de personas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,36,0,0,0,0,0.0
fenMcON-DjY,Encendido del Fuego Patrio y Mensaje Vicepresidencial,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,424,0,0,0,0,0.0
ffguGnMImL0,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,News & Politics,848,0,0,0,0,0.0
g0aCNpZaAZ8,PMT de Guatemala es ejemplo para otros municipios,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,4103,0,0,0,0,0.0
gF42rhVhP8w,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,Entertainment,9033,0,0,0,0,0.0
gbcggAMJczg,Dionel  Art s Vídeo danzando con la muerte,UCedKfsLot_SfwJrfW5OzpPg,Dionel.Art_music,People & Blogs,7,0,0,0,0,0.0
go4jAhCJS0w,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,7381,0,0,0,0,0.0
hGOvuWe8P3Q,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,UClivsn4u-h1uJkORB6PD9SQ,Vittor Blogs,News & Politics,6682,0,0,0,0,0.0
hy0mwEHr6V0,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,127595,0,0,0,0,0.0
iBX5DMQSf3s,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1264,0,0,0,0,0.0
iCbGedZRRE8,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1058,0,0,0,0,0.0
iEmScdnYQdg,La nueva ruta que evita El Trébol,UCmzHLdcizBNiyN5t2mEPp3A,Tráfico Sin Censura,People & Blogs,8502,0,0,0,0,0.0
iWYddxEszoM,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,264,0,0,0,0,0.0
iacCQ4VyWWc,"Los conservadores y los liberales, Historia de Guatemala",UC-rcR68a-aLwAnszxTG4--A,Panda 01,People & Blogs,25431,0,0,0,0,0.0
ifJFNGT4azU,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,UC1B5-Dun1FHWae_rIJdfhow,Ahora Yose,People & Blogs,3631,0,0,0,0,0.0
soZMwC0Cj18,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,1405,0,0,0,0,0.0
tEfZlrP4L5I,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,265,0,0,0,0,0.0
j4akBH678fw,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,649,0,0,0,0,0.0
jQGvhMPMuAI,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,214,0,0,0,0,0.0
jSw-nFh94qQ,Gobernación promueve espacios de sana convivencia,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,59,0,0,0,0,0.0
kaZgtwqwLrI,@rumzacapait @GobiernodeGuatemala,UCgRLnesCOuua3-JgFlzdS2w,TRAYECTORIA Y EXITO CON ANABELLA CORDON,People & Blogs,74,0,0,0,0,0.0
kjwvEESqSHA,¿VALE la PENA VIAJAR de GUATEMALA a  XELA en BUS?  Descúbrelo,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,216172,0,0,0,0,0.0
l-mH80ygqFY,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,256,0,0,0,0,0.0
lAsODhYGcTE,Gobierno busca a toda costa sacar a Consuelo Porras,UCzPhFkpD8lwvlX8nGpJqdUw,Noticias VR,People & Blogs,3,0,0,0,0,0.0
lNuxq8OKCpc,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,7663,0,0,0,0,0.0
lYyGqHAL5nM,Comuna lanzó nueva imagen de la PM y PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,People & Blogs,286,0,0,0,0,0.0
tK__qZZ-H5w,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,866,0,0,0,0,0.0
lkdwGwrJKeM,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,UCeMAsS36ZiA56ZNtS8VSuOg,Un Angel Viajando,Travel & Events,5298,0,0,0,0,0.0
mCoOL2p0il4,Municipalidad de Guatemala   08/08/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,118,0,0,0,0,0.0
mPtR2HskBTE,Municipalidad de Guatemala   17/02/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,729,0,0,0,0,0.0
mQH6bhmp_LY,Quorum: ¿Cómo investigamos la crisis del agua?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,142,0,0,0,0,0.0
n31eyGuRKqo,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,People & Blogs,932,0,0,0,0,0.0
n4xHxJPNr78,🚫LOS FAMOSOS BUSES ESMERALDA los mas RÁPIDOS DE GUATEMALA 😱,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,3152619,0,0,0,0,0.0
tXLhWHWGaao,Breve historia política de Guatemala,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,People & Blogs,144134,0,0,0,0,0.0
nKJhNH86HGE,Se realiza taller de UNICEF sobre el plan de acción de la política pública contra la violencia sexua,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,7,0,0,0,0,0.0
nPbC8-Ebat4,Pareja de sicarios capturada tras ataque armado contra piloto de autobús,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,70537,0,0,0,0,0.0
ncOU7iZR5jY,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,UCInL6HZez6Qn8IHV8Achhxw,Carlos Pineda,People & Blogs,3279,0,0,0,0,0.0
tb6LaOWGAIo,"Guía Definitiva para viajar a Guatemala 2026 🇬🇹 Qué ver, itinerarios, precios y consejos",UC70eD0hNEwDNAfNlqfRWlGA,Welcome to el Mundo,Travel & Events,104869,0,0,0,0,0.0
nhhXiHI4rrw,Policía Nacional Civil participa en desfile del día del Ejército. #ProtegerYServir,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,21534,0,0,0,0,0.0
nv6wMdQ997Q,PMT en todo,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,2107,0,0,0,0,0.0
pNInRBsPbHE,Encuentro por el agua,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,185,0,0,0,0,0.0
qFsSnnRdJBg,Avanza construcción de la Estrategia Nacional de Datos Abiertos,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,11,0,0,0,0,0.0
qrdEegnTnaY,XVII Promoción de Brigadas PROVIAL,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,416,0,0,0,0,0.0
rNpBtQXUMbE,PMT es ejemplo en Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,3212,0,0,0,0,0.0
rQEb4el3Lok,"Policía Nacional Civil en busca de mareros, imitadores y colaboradores de grupos delictivos",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,9637,0,0,0,0,0.0
rSQKmOX1Tfc,TU VIDA VALE  PROVIAL  TIEMPO AZUL & PAOLA PÉRLOP,UCquHy3UnphbYGF62_j6W_yQ,Mosca Visión,Music,5262,0,0,0,0,0.0
rjFut_yJcr8,Ministro de CIV conversó sobre los retos  actuales de la infraestructura vial en Guatemala,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,800,0,0,0,0,0.0
tcAQGuuo_Uc,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2254,0,0,0,0,0.0
-5puKGEqcUc,INSIVUMEH pronostica incremento de lluvias para el fin de semana en Guatemala,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,News & Politics,2357,0,0,0,0,0.0
wS6yC3yOAeA,Noticiero El Informativo. Nuestra semana de resultados.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1383,0,0,0,0,0.0
wVncmfsugww,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,15,0,0,0,0,0.0
wYZPaJdVuhE,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,News & Politics,202,0,0,0,0,0.0
wm1f52Mvzag,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,UCN5tcDI7z6vN9s3p3n_JtoQ,Jorge Ramos,News & Politics,31357,0,0,0,0,0.0
wpYwX-bGoz0,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,468,0,0,0,0,0.0
x9TPnjUeuoo,VIDEO INSTITUCIONAL PROVIAL,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,2250,0,0,0,0,0.0
xEcC_aMDhAk,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,17,0,0,0,0,0.0
xQgP0n8hVSI,"Primero te usan, y cuando ya no les sirves te desechan.",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,28,0,0,0,0,0.0
x_CB0ZRLQTA,Ricardo Quiñónez paga con nuestros impuestos netcenter,UCaFyLdpZa60tkGfjOsznHSg,AlcaldexAccidente,People & Blogs,29419,0,0,0,0,0.0
y8XMbMxMF8E,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,84,0,0,0,0,0.0
yCmBtmOm6nw,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,News & Politics,6,0,0,0,0,0.0
tg2QuZFdn4c,🔴 En Vivo |  Sesión Solemne de Consejo de Gobierno en Limón,UCLXHie0velori7_dqu8w_bQ,Presidencia de la República,News & Politics,15726,0,0,0,0,0.0
zfJlUXRSaCU,Brief Political History of Guatemala,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,People & Blogs,53547,0,0,0,0,0.0
tmvTbeQNCTI,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",UCTClcvXaWXGeZheUQFTQLRw,Gente de Guate,Entertainment,15482,0,0,0,0,0.0
-O4Pa7qS9WQ,"Viaje completo Ciudad de Guatemala al IRTRA de Retalhuleu, menos tráfico, Diesel a Q42.59",UCSQM9AVr3rr7_GF8RH5KFGw,Guate Maya Trip,Nonprofits & Activism,383,0,0,0,0,0.0
